peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
83.49,1.66,M,28,10,0,4,0,0,4,N,1,0,0
66.62,1.61,M,24,0,12,0,22,15,6,N,1,1,1
101.56,1.81,V,51,0,0,0,11,7,0,S,0,1,2
77.32,1.63,M,39,40,4,0,13,14,2,N,2,4,3
72.1,1.53,M,31,70,0,1,16,3,0,N,0,1,0
65.88,1.65,M,52,0,3,0,9,3,0,N,2,3,4
83.02,1.77,M,73,0,9,0,0,3,0,N,0,1,0
57.64,1.59,M,29,10,6,0,3,0,0,N,1,3,4
91.07,1.76,V,47,40,11,2,9,12,1,N,1,2,2
58.26,1.62,M,32,0,6,7,0,7,0,N,1,4,4
72.07,1.81,V,59,0,3,0,7,1,0,N,2,3,4
78.18,1.68,M,27,90,8,2,0,0,1,N,2,3,1
58.55,1.69,V,42,0,23,1,10,14,0,N,3,2,0
85.6,1.73,M,34,0,0,0,0,0,4,N,1,1,0
83.26,1.68,M,61,0,0,0,1,2,0,N,1,1,2
57.87,1.66,M,18,0,0,1,0,0,0,N,2,4,4
93.49,1.72,M,47,50,0,4,0,0,0,N,1,0,0
64.48,1.66,M,18,0,7,2,12,3,0,N,1,1,0
87.04,1.76,V,38,0,0,0,12,8,0,N,2,3,3
55.67,1.58,M,52,0,9,3,0,0,0,N,2,2,2
92.46,1.63,M,69,60,0,5,0,0,NA,S,0,0,1
48.6,1.5,M,61,0,16,0,0,0,0,N,1,0,1
69.83,1.75,V,18,0,0,3,0,0,0,N,1,3,3
53.87,1.73,M,37,0,25,5,2,1,0,N,2,3,4
74.42,1.75,V,45,0,0,0,0,0,0,N,3,4,4
94.25,1.69,M,69,0,0,5,16,8,0,N,1,1,2
72.23,1.71,M,38,0,0,0,8,0,0,N,0,2,3
66.56,1.72,V,43,30,6,6,0,0,0,N,2,4,3
99.27,1.81,V,49,0,0,4,0,0,0,N,0,0,0
64.74,1.76,V,40,30,10,3,13,2,2,N,2,2,2
68.02,1.63,M,57,20,6,0,0,0,0,N,2,2,2
58.26,1.65,M,28,0,9,2,0,0,0,N,1,0,1
65.48,1.68,M,36,0,10,4,8,13,0,N,3,4,3
78.68,1.76,V,44,0,2,0,5,6,0,N,2,4,4
96.53,1.7,M,48,80,0,3,0,1,0,N,1,1,1
66.13,1.66,V,54,0,3,3,0,3,0,N,2,4,3
67.33,1.6,M,50,0,0,3,4,4,0,N,2,3,3
71.06,1.65,M,18,0,1,2,10,7,0,N,1,3,2
97.87,1.73,V,30,0,0,0,15,13,0,N,1,2,1
70.86,1.62,M,44,0,0,2,6,4,0,N,2,3,4
81.79,1.7,V,30,0,0,2,12,7,0,N,0,3,4
66.44,1.73,V,18,0,9,3,19,16,0,S,3,4,3
92.31,1.66,M,44,0,0,1,13,12,0,N,0,1,0
80.64,1.6,M,46,0,0,0,11,1,0,N,0,0,0
96.32,1.78,V,41,0,0,4,0,8,0,N,1,2,1
61.53,1.65,M,38,0,0,0,12,4,0,N,2,4,3
90.82,1.69,M,52,0,0,3,12,17,0,N,1,3,3
99.88,1.84,V,47,0,0,0,1,0,0,N,0,0,0
76.01,1.7,V,73,100,8,1,12,0,0,N,2,3,1
74.79,1.68,M,43,0,5,0,0,9,0,N,1,3,4
58.72,1.63,M,30,0,0,0,2,0,0,N,3,4,4
82.9,1.73,V,18,0,0,0,3,0,0,N,1,0,0
60.28,1.83,V,21,0,17,0,12,8,2,N,2,4,4
81.23,1.64,M,25,80,0,5,7,0,0,N,1,2,3
73.02,1.66,V,29,0,0,0,13,0,0,S,0,0,0
59.36,1.61,V,18,0,2,3,0,0,0,N,2,2,0
85.9,1.67,M,44,110,0,2,0,0,0,N,2,3,4
88.08,1.78,V,54,0,0,0,16,0,0,N,1,1,0
90.96,1.75,V,35,0,0,0,17,12,1,N,1,3,4
75.95,1.61,M,41,20,1,0,0,0,0,N,0,1,1
88.81,1.75,V,48,70,0,3,0,4,0,N,2,4,4
119.72,1.73,V,40,200,0,5,25,13,8,N,1,2,1
84.77,1.62,M,18,0,0,2,0,11,0,N,0,1,1
59.56,1.73,M,18,0,5,4,0,0,0,N,2,3,4
55.12,1.75,V,34,40,16,0,2,0,0,N,1,3,3
56.39,1.77,V,38,0,17,4,0,0,0,N,3,4,2
114.99,1.81,V,60,0,0,1,30,26,3,S,2,4,3
61.63,1.67,M,41,30,19,6,16,4,0,N,1,0,0
108.11,1.76,V,46,0,0,0,24,14,7,N,1,2,2
82.9,1.73,V,61,40,0,2,9,1,6,N,1,3,3
71.04,1.59,M,36,10,0,0,18,6,1,N,0,2,2
80.84,1.74,V,51,0,0,0,1,0,0,N,2,2,2
58.19,1.63,M,76,0,13,0,0,5,0,N,2,2,2
91.93,1.63,M,77,60,3,0,16,12,0,N,1,2,2
70.24,1.65,M,18,0,0,4,0,5,0,N,2,3,2
43.16,1.54,M,48,0,10,0,0,0,0,N,2,4,4
91.82,1.71,M,20,0,5,1,0,15,0,N,0,1,0
74.52,1.73,V,32,0,0,5,3,1,0,N,2,3,3
78.95,1.71,V,67,0,4,2,0,1,0,N,2,1,3
87.72,1.77,V,53,20,0,0,2,4,4,N,3,4,3
74.83,1.59,M,39,40,0,2,19,15,0,N,2,4,4
54.91,1.7,V,20,30,18,0,0,2,0,N,0,1,1
92.43,1.84,V,59,60,0,8,0,2,0,N,2,4,4
57.29,1.61,M,50,0,14,2,0,2,0,S,1,0,0
55.11,1.66,M,23,0,13,1,1,9,0,N,2,3,3
64.8,1.65,M,18,0,3,1,8,3,0,N,2,2,2
66.1,1.8,V,36,0,0,1,0,0,0,N,3,4,4
79.31,1.68,M,35,0,0,3,0,0,0,N,1,1,2
84.05,1.66,M,48,0,3,1,13,10,0,N,0,1,2
78.64,1.77,V,28,0,2,0,9,0,0,N,1,2,3
88.13,1.81,V,39,40,7,4,0,7,0,N,4,4,2
124.64,1.79,V,65,180,0,3,9,3,0,N,2,4,2
97.57,1.76,V,55,100,1,0,6,6,0,N,3,4,3
78.64,1.77,V,46,0,0,0,14,2,0,N,1,2,2
91.38,1.76,V,42,0,0,2,0,2,0,N,0,1,2
91.75,1.84,V,60,0,0,4,0,0,0,N,1,2,2
63.79,1.68,M,50,0,10,5,7,0,0,N,1,2,0
71.4,1.67,M,23,0,0,0,0,4,0,N,1,3,2
72.53,1.63,M,42,20,0,2,0,3,2,N,2,3,3
75.3,1.79,V,30,0,0,3,7,0,0,S,2,3,2
79.36,1.66,M,45,0,0,0,18,7,0,N,1,2,3
79.91,1.66,M,31,20,0,3,14,11,3,N,2,4,2
95.68,1.69,M,31,110,0,0,3,0,0,N,0,1,0
52.02,1.7,M,58,10,29,0,27,12,NA,N,2,4,3
56.45,1.68,V,53,0,18,0,9,11,0,N,3,4,4
78.59,1.6,M,40,50,0,2,0,0,0,N,0,1,0
84.87,1.76,V,47,0,0,3,0,3,0,N,1,3,3
99.84,1.67,V,23,170,0,3,2,5,0,N,1,3,4
83.54,1.68,V,34,0,0,6,8,5,0,N,0,2,0
86.49,1.81,V,47,0,0,0,0,0,0,N,1,2,4
84.68,1.7,V,23,0,0,1,9,8,0,N,1,3,3
69.24,1.77,V,48,40,11,1,0,0,0,N,0,2,3
60.96,1.68,M,26,0,0,4,0,0,0,N,2,4,2
75.41,1.65,M,64,80,13,6,0,1,1,N,0,0,0
64.02,1.61,M,42,0,11,5,0,1,0,S,0,0,0
87.47,1.59,M,51,0,0,3,1,5,0,N,0,0,0
71.65,1.62,M,44,20,0,3,5,2,0,N,1,2,3
78.71,1.75,M,26,30,12,5,28,16,0,N,1,3,4
77.38,1.77,M,54,0,7,2,0,0,0,N,1,1,1
51.29,1.52,M,49,10,11,0,3,9,0,N,2,4,3
75.39,1.58,M,34,10,4,4,3,7,0,N,0,1,2
80.46,1.66,M,68,80,8,4,0,0,0,N,0,0,0
63.74,1.64,M,43,30,9,0,16,6,0,S,2,3,4
96.24,1.7,M,43,60,0,0,16,9,0,N,1,1,3
53.25,1.72,M,39,0,19,5,2,0,0,N,2,4,4
64.3,1.62,M,38,0,0,0,12,0,0,N,2,3,3
89.28,1.66,M,42,140,5,0,11,9,9,N,4,4,4
74.56,1.7,M,20,0,6,4,3,5,0,N,0,1,2
80.31,1.65,V,35,0,0,2,4,6,0,N,0,1,1
78.18,1.68,M,47,0,6,0,11,2,5,N,1,0,0
49.22,1.64,M,33,0,14,3,0,0,0,N,1,2,3
66.82,1.6,M,37,0,0,1,17,7,0,N,2,4,3
49.6,1.66,V,54,0,10,1,12,2,0,N,2,4,4
63.41,1.69,M,36,0,6,4,0,2,0,N,2,4,1
60.24,1.67,M,42,0,12,3,6,5,0,N,1,3,2
82.15,1.82,V,40,0,16,2,10,9,0,N,1,0,0
116.21,1.83,V,61,40,2,5,0,12,0,N,3,3,2
66.18,1.81,V,18,0,13,3,11,4,0,N,2,1,1
56.46,1.55,M,69,0,15,0,5,7,8,N,1,2,4
57.59,1.66,M,18,0,14,1,25,5,0,N,0,1,3
106.27,1.75,V,37,110,5,0,0,3,0,N,0,0,0
86.79,1.73,M,29,0,0,1,0,4,3,N,0,2,2
63.15,1.73,M,18,0,12,5,8,7,0,N,1,2,2
89.04,1.84,V,40,0,0,0,13,0,0,N,0,1,1
64.52,1.65,M,34,0,0,0,2,3,0,N,2,4,4
60.62,1.62,M,36,0,0,4,5,2,0,N,2,3,4
73.41,1.76,V,39,0,0,0,0,1,0,N,3,4,4
62.85,1.73,V,38,0,4,2,0,4,0,N,1,4,4
76.54,1.6,M,47,90,0,0,20,3,0,N,3,3,3
117.26,1.82,V,36,80,0,0,0,6,1,N,0,2,2
72.17,1.76,V,20,0,0,5,0,7,0,S,4,4,4
115.54,1.76,V,33,130,0,0,6,14,0,N,2,3,2
50.2,1.67,M,34,0,10,2,0,2,0,N,3,4,3
49,1.65,V,45,0,16,0,0,0,0,N,1,2,3
80.19,1.66,M,19,0,0,0,4,3,2,N,0,2,1
69.08,1.63,M,38,0,5,2,11,4,0,N,0,2,2
93.7,1.81,V,32,0,0,1,8,8,1,N,2,3,2
68.76,1.59,M,37,0,6,0,9,5,0,N,0,0,0
102.34,1.71,V,37,90,3,0,14,11,8,N,2,3,2
49,1.65,M,25,50,32,0,3,2,0,N,0,0,0
47.24,1.62,M,66,0,15,0,12,0,0,N,1,2,2
61.98,1.69,V,46,0,7,0,0,3,0,N,2,3,3
85.52,1.68,M,49,20,5,0,15,8,0,N,1,1,1
68.89,1.79,V,33,90,11,0,2,4,0,N,2,4,4
75.95,1.75,M,41,0,2,2,12,0,4,N,1,1,1
77.98,1.66,M,37,0,1,2,0,0,0,N,0,0,0
55.88,1.68,M,18,0,12,1,7,7,0,N,1,3,3
50.18,1.6,M,42,0,8,0,16,5,0,N,2,4,4
83.63,1.71,V,25,0,0,9,8,9,3,N,0,3,2
64.8,1.61,M,43,0,1,0,0,0,0,N,1,2,4
72.2,1.66,M,42,0,3,0,9,2,0,N,1,2,0
70.11,1.72,M,39,0,4,6,2,0,0,N,2,2,2
62.67,1.74,M,45,0,5,0,0,0,0,N,2,4,3
74.26,1.69,M,29,0,0,2,5,0,0,N,0,3,2
69.26,1.57,M,18,0,0,0,29,16,0,S,2,3,3
59.62,1.82,V,26,0,23,0,0,0,0,N,1,3,2
66.6,1.76,V,61,0,7,4,0,0,0,N,2,2,2
70.2,1.64,M,46,40,0,4,1,0,0,N,2,3,4
61.43,1.61,M,42,0,10,0,17,9,1,N,1,3,3
102.66,1.73,M,21,0,0,5,0,13,0,N,0,1,0
66.3,1.6,M,24,0,0,1,1,2,0,N,2,3,4
59.69,1.69,M,40,0,13,0,6,0,0,N,1,1,0
80.92,1.84,V,43,0,12,2,8,3,6,N,0,0,2
71.2,1.63,M,59,0,0,3,0,0,0,N,1,2,1
66.67,1.71,V,31,0,5,1,7,1,0,N,1,3,3
71.8,1.61,M,30,0,0,3,0,5,0,N,1,2,2
53.87,1.73,V,25,0,23,0,0,0,0,N,3,4,4
82.67,1.79,V,52,0,4,1,11,0,0,N,1,2,2
78.41,1.74,M,33,40,5,0,10,2,0,N,1,2,4
87.15,1.63,M,54,50,0,2,0,6,0,N,0,1,2
68.61,1.65,M,37,0,0,1,0,4,0,N,1,3,3
78.95,1.71,V,50,0,4,1,8,9,0,N,2,3,3
95.8,1.79,V,43,0,0,1,5,0,0,N,1,2,1
99.36,1.73,V,18,110,0,0,15,0,1,N,0,1,1
64.05,1.73,V,20,40,13,0,18,3,4,S,2,2,2
58.37,1.6,M,33,0,0,0,11,2,0,N,2,4,4
112.14,1.79,V,50,40,0,3,0,4,0,N,0,0,0
64.42,1.67,M,24,0,0,0,3,0,0,N,2,3,3
83.85,1.85,V,22,0,0,0,8,0,0,N,1,3,4
82.02,1.79,V,48,0,2,2,0,2,0,N,1,3,3
88.59,1.76,V,31,30,0,0,29,10,0,N,1,2,3
78.38,1.63,M,22,0,0,2,24,16,0,N,3,3,3
72.32,1.61,M,31,0,0,0,0,4,0,N,0,2,2
93.41,1.75,V,76,40,0,0,0,0,0,S,0,1,2
86.5,1.78,V,18,20,6,2,15,7,0,N,1,2,0
83.97,1.6,M,36,110,1,2,2,0,4,N,0,2,2
63.87,1.7,V,39,0,0,0,3,0,0,N,3,4,4
69.14,1.73,V,22,20,14,0,12,9,0,N,1,2,3
86.18,1.78,V,44,0,2,0,0,0,0,N,1,1,0
70.93,1.73,V,49,0,2,4,0,3,0,N,3,3,4
99.65,1.79,V,46,100,5,2,0,0,1,N,1,2,1
66.13,1.66,V,35,0,0,3,0,0,0,N,1,2,2
76.68,1.78,V,52,0,7,6,0,0,0,N,1,0,2
81.11,1.78,V,54,20,0,2,12,0,0,N,2,3,2
69.08,1.63,M,28,0,0,0,0,1,0,N,1,2,1
56.39,1.77,V,41,100,24,3,0,2,0,N,2,3,3
86.34,1.62,M,60,80,0,3,1,2,0,N,3,2,1
68.04,1.72,M,36,0,0,7,0,3,0,N,2,4,4
76.44,1.77,V,44,0,0,4,3,8,0,N,3,4,3
107.98,1.82,V,31,0,0,5,5,7,0,N,0,0,1
91.75,1.67,M,46,40,0,5,0,8,3,S,1,2,3
107.39,1.72,V,50,20,0,0,1,9,0,N,0,0,1
85.06,1.83,V,25,0,0,0,21,2,0,N,1,2,2
75.27,1.76,V,49,0,0,0,9,0,0,N,2,4,2
59.29,1.54,M,44,0,0,0,0,2,0,S,2,3,4
80.74,1.66,V,38,0,0,6,0,0,0,N,0,0,0
72.17,1.76,V,27,0,5,5,2,0,0,N,2,2,2
87.41,1.77,V,48,0,0,0,0,2,0,N,0,3,4
79.61,1.64,M,59,40,0,1,0,0,1,N,2,2,2
112.62,1.82,V,28,0,0,3,0,7,0,N,0,0,1
62.47,1.75,V,24,0,13,2,9,3,0,S,0,2,2
75.14,1.72,M,33,0,0,0,0,5,0,N,2,4,3
50.65,1.62,M,37,0,17,0,9,1,2,N,0,1,0
78.74,1.68,M,47,60,4,0,0,9,4,N,3,4,4
67.79,1.66,M,18,0,6,2,5,7,0,N,0,2,3
86.2,1.73,V,31,0,0,1,3,0,6,N,1,2,1
104.77,1.79,V,34,0,0,2,27,13,0,N,0,1,1
69.44,1.67,M,21,0,3,4,0,0,0,N,2,3,2
56.39,1.77,V,36,0,24,1,17,3,0,N,3,3,2
101.57,1.79,V,40,0,0,4,5,3,0,N,0,1,0
84.87,1.76,V,40,0,0,3,3,0,0,N,0,2,3
85.44,1.75,V,31,0,0,0,9,11,0,N,1,3,3
101.07,1.78,V,31,0,0,5,0,11,0,N,2,2,0
82.95,1.84,V,61,0,1,3,0,0,3,N,1,3,3
65.79,1.6,M,50,0,0,0,0,5,0,N,3,4,3
75.69,1.69,M,20,0,2,0,8,0,0,S,1,1,0
111.39,1.81,V,39,80,0,3,0,4,0,N,0,2,3
67.24,1.64,M,39,0,0,3,0,0,0,N,2,3,2
77.21,1.72,V,25,0,0,2,0,0,NA,N,0,1,1
97.26,1.76,V,49,0,5,1,10,5,8,N,0,0,0
57.67,1.79,V,35,0,15,1,5,4,0,N,3,4,4
81.13,1.61,M,27,110,0,6,3,0,0,N,2,2,1
71.55,1.59,M,51,0,8,0,16,11,0,N,1,1,2
48.41,1.64,M,40,0,27,2,0,8,0,N,1,4,3
56.77,1.61,M,47,0,6,4,12,2,2,S,2,4,3
104.49,1.83,V,49,0,0,5,0,7,0,N,1,1,2
64.16,1.58,M,18,20,1,3,6,2,0,N,2,2,3
87.19,1.74,V,52,60,2,0,0,3,0,N,2,3,3
99.28,1.67,M,31,140,0,0,8,5,0,N,1,2,1
82.94,1.7,V,44,50,0,0,12,10,0,N,2,4,4
82.22,1.65,M,31,0,0,5,0,10,0,N,1,2,1
74.68,1.66,M,56,0,0,10,0,3,0,N,1,2,2
84.67,1.65,V,30,90,2,1,0,0,0,N,1,1,1
85.87,1.79,V,51,0,0,0,16,0,0,N,1,2,1
57.8,1.61,M,58,0,7,0,0,0,0,N,2,4,3
50.8,1.68,V,28,0,12,0,7,1,0,N,2,3,3
82.83,1.67,M,44,50,0,0,7,6,1,N,1,3,3
115.96,1.78,V,37,140,1,5,8,5,0,N,1,1,1
55.94,1.64,M,34,0,8,0,19,3,0,N,1,3,2
85.3,1.73,V,59,0,0,2,0,3,0,N,0,3,3
59.89,1.65,M,28,0,11,1,3,0,1,N,1,0,0
75.34,1.75,V,30,0,0,3,0,0,0,N,2,3,3
93.99,1.77,V,47,0,0,0,6,2,0,N,0,1,2
83.8,1.73,V,32,60,0,0,0,0,0,N,1,3,2
57.42,1.58,M,34,0,6,1,10,4,0,N,1,3,3
70.24,1.74,V,46,0,7,3,0,4,0,N,1,3,3
72.81,1.71,V,70,0,7,1,0,2,0,N,1,3,3
86.82,1.81,V,18,0,0,0,11,2,0,N,1,1,0
78.5,1.79,V,58,0,4,0,18,5,0,N,2,3,3
71.06,1.71,M,25,0,0,0,0,0,0,N,1,3,3
74.72,1.75,V,18,30,0,4,0,0,0,N,3,4,4
98.47,1.73,V,27,0,0,4,0,5,0,N,1,1,0
67.25,1.71,M,50,0,10,1,8,4,0,N,0,1,1
71.64,1.71,V,41,0,0,0,0,2,0,N,3,4,4
71,1.72,V,50,30,0,0,0,1,0,S,2,4,3
82.09,1.76,V,47,0,0,0,13,9,0,N,3,4,3
90.92,1.87,V,57,0,4,0,6,3,0,N,1,2,2
69.7,1.65,M,43,0,4,2,4,3,0,N,1,2,3
64.48,1.66,V,52,0,12,2,7,1,2,N,0,2,0
97.27,1.73,V,34,0,0,5,10,12,0,N,1,2,1
63.1,1.66,M,79,0,7,1,7,0,0,N,0,2,3
66.69,1.63,M,39,0,0,0,9,2,4,N,0,4,4
93.88,1.79,V,30,20,0,0,1,3,2,N,1,2,2
77.43,1.66,V,35,0,0,0,0,1,0,N,0,1,1
67.77,1.67,M,33,0,0,0,13,3,0,N,2,3,3
55.02,1.55,M,22,70,12,0,20,12,1,N,2,4,4
93.69,1.66,M,42,0,0,0,0,10,0,N,0,1,2
63.58,1.74,V,44,0,9,3,0,0,0,N,2,3,4
68.01,1.59,M,42,0,12,2,26,16,0,N,0,0,0
62.42,1.7,V,47,80,14,6,0,0,0,N,1,3,4
80.85,1.75,V,41,0,14,0,16,13,2,N,1,2,1
88.11,1.82,V,60,0,3,0,6,4,0,N,1,2,4
63.81,1.76,V,32,0,7,0,7,0,0,N,2,3,3
51.59,1.67,V,43,70,19,2,7,0,0,N,2,3,2
71.38,1.7,V,38,0,0,6,14,5,1,N,3,4,3
73.57,1.74,M,42,0,0,5,0,0,0,N,2,4,4
64.02,1.61,M,48,0,0,0,5,6,0,N,2,4,4
89.01,1.74,V,44,0,0,2,0,0,0,N,0,0,1
97.27,1.66,M,28,20,0,0,19,13,0,N,0,0,0
82.38,1.78,V,59,40,1,4,0,0,0,N,3,4,3
62.73,1.78,V,31,0,7,1,0,0,0,N,2,3,4
78.41,1.74,V,38,0,0,0,2,2,0,N,2,3,4
131.83,1.82,V,38,160,0,1,5,10,0,N,1,2,2
103.51,1.75,V,42,0,0,0,7,16,0,N,1,2,3
103.52,1.81,V,43,70,0,3,0,6,0,N,1,3,2
69.88,1.63,M,18,0,0,0,9,11,1,N,2,4,4
88.97,1.77,V,35,40,0,2,9,0,0,N,1,2,1
75.72,1.7,V,48,0,4,1,0,2,0,N,1,3,3
76.54,1.69,M,35,10,0,1,0,0,3,N,1,3,1
66.61,1.68,M,47,0,9,3,9,0,0,N,0,1,1
66.13,1.66,M,30,20,9,8,12,9,2,N,2,1,0
72.62,1.64,M,25,50,0,0,0,0,0,N,3,4,4
83.17,1.59,M,38,0,0,0,10,15,0,N,1,2,4
80.85,1.76,V,61,0,3,0,0,0,0,N,1,2,2
58.14,1.68,M,51,0,8,2,6,0,0,N,1,3,3
125.32,1.77,V,40,180,1,0,6,11,0,N,2,3,2
83.04,1.65,M,45,40,0,0,0,0,0,N,1,1,2
89.77,1.81,V,30,0,0,0,0,10,0,N,2,4,4
84.72,1.64,M,65,0,0,3,0,0,0,N,1,0,0
79.77,1.65,M,26,0,0,2,22,12,0,N,1,2,2
81.2,1.55,M,47,60,0,9,0,4,0,N,1,1,1
95.9,1.8,V,18,30,0,2,0,3,0,N,1,2,1
50.8,1.68,V,56,0,16,0,19,10,0,N,3,4,4
64.47,1.59,M,35,0,5,5,15,7,0,N,0,2,4
79.97,1.69,M,59,0,5,4,13,15,0,N,2,3,3
103.01,1.64,M,59,100,0,0,8,11,0,S,2,2,2
83.39,1.67,M,28,0,11,4,24,20,0,N,1,1,1
67.78,1.64,M,33,0,0,3,0,0,0,N,1,3,4
87.45,1.78,V,60,0,6,0,7,10,0,N,1,2,2
92.37,1.58,M,49,200,0,0,0,0,1,N,1,3,3
52.87,1.63,M,36,0,11,0,2,0,0,N,1,2,2
72.8,1.63,M,54,0,1,5,14,8,0,N,2,3,3
94.02,1.75,V,39,60,0,0,9,3,0,N,1,2,2
91.79,1.77,V,46,0,0,0,17,2,0,N,1,1,1
77.31,1.78,V,18,0,0,0,0,0,0,N,1,2,3
79.64,1.66,V,29,0,0,5,0,0,0,N,0,0,1
70.66,1.6,M,47,0,0,3,12,7,2,N,1,3,4
81.41,1.73,V,46,0,0,0,6,3,0,N,1,3,3
67.91,1.7,V,19,0,16,0,7,16,1,N,2,1,1
79.92,1.76,V,45,0,0,8,11,0,0,N,2,2,0
72.53,1.63,M,58,0,0,0,5,1,0,N,0,2,3
87.97,1.76,V,50,0,6,2,19,19,0,N,2,3,3
101.91,1.76,V,36,140,19,0,21,16,0,N,2,1,1
82.35,1.79,V,50,0,0,0,0,0,0,N,1,3,3
88.69,1.67,M,26,50,0,1,0,5,0,N,2,2,2
86.18,1.8,V,23,60,1,0,9,0,0,N,2,3,4
55.76,1.76,V,28,0,25,4,4,7,0,N,2,2,2
81.97,1.69,M,53,0,0,0,0,0,0,N,0,0,1
83.61,1.75,V,18,30,0,3,4,0,0,N,0,2,1
89.79,1.73,M,71,0,0,7,0,0,0,N,1,1,0
53.87,1.73,M,35,0,22,0,0,3,0,N,1,2,1
91.37,1.8,V,73,30,11,1,3,8,0,N,1,2,3
101.96,1.69,M,28,190,0,1,6,9,0,N,3,4,4
93.64,1.8,V,55,40,0,0,10,0,0,N,0,3,4
68.46,1.76,V,40,70,21,0,14,10,0,S,1,3,2
86.8,1.66,M,46,140,4,3,2,0,0,N,1,2,1
91.17,1.77,V,56,0,8,0,9,5,0,N,0,1,1
52.36,1.66,M,36,0,7,1,0,0,5,N,3,4,2
67.67,1.77,V,22,0,10,3,0,2,0,S,0,2,3
73.7,1.64,M,52,60,11,3,0,5,0,N,1,2,1
77.2,1.71,V,44,0,0,1,0,0,0,N,1,3,2
98.5,1.8,V,50,0,0,0,0,0,0,N,0,0,0
89.29,1.77,V,38,10,2,3,0,2,0,N,0,1,2
55.5,1.67,M,38,0,4,2,8,0,0,N,3,3,3
78.18,1.79,V,78,0,0,1,0,0,0,N,3,4,4
91.73,1.81,V,41,0,0,5,7,6,0,S,2,2,3
64.83,1.63,M,40,0,0,0,0,0,0,N,1,2,4
108.3,1.79,V,26,70,0,4,6,4,0,N,1,0,2
79.93,1.75,V,18,0,0,3,12,4,0,N,1,2,2
90.85,1.77,V,54,60,0,2,9,0,0,N,1,2,1
86.37,1.68,V,46,0,0,0,0,0,0,N,1,0,0
76.77,1.68,M,21,0,0,2,0,0,0,N,1,1,0
71.65,1.58,M,38,70,0,1,14,7,1,N,2,4,4
81.68,1.69,M,58,40,0,0,19,6,0,N,2,4,4
83.77,1.66,M,61,0,0,0,17,8,0,N,2,2,3
85.98,1.74,V,22,10,0,0,25,17,5,N,2,4,4
80.05,1.7,M,36,110,8,1,0,6,2,N,3,4,3
101.03,1.82,V,56,0,0,3,0,7,0,N,0,2,2
70.09,1.56,M,46,0,0,0,13,1,0,N,1,0,0
77.25,1.67,M,54,0,9,1,15,9,0,N,1,0,0
68.04,1.72,V,59,0,11,5,0,0,2,N,1,2,1
66.02,1.84,V,30,0,22,2,13,10,0,N,0,0,1
70.22,1.82,V,32,0,0,0,1,0,2,N,3,4,4
89.49,1.73,V,34,0,1,0,10,10,0,N,1,2,3
72.45,1.6,M,55,0,0,3,1,6,5,N,1,3,2
103.77,1.76,M,67,0,0,0,2,4,0,N,0,0,0
75.3,1.85,V,38,0,11,3,6,7,0,S,3,3,3
92.4,1.71,V,30,0,0,2,5,2,0,N,2,0,0
96.32,1.62,M,36,90,0,3,6,11,0,N,0,2,3
85.96,1.59,M,55,0,0,5,3,10,0,S,0,1,2
75.69,1.65,M,51,0,3,0,10,8,2,N,1,2,3
58.64,1.79,V,27,0,15,3,4,7,0,N,1,3,4
67.24,1.64,V,37,30,17,1,18,17,0,N,0,1,1
57.39,1.72,M,35,50,26,4,5,13,0,N,1,2,3
50.86,1.56,M,39,0,10,0,0,4,0,N,1,3,3
76.01,1.7,V,27,0,4,4,2,9,0,N,3,4,4
66.73,1.77,V,29,0,8,0,0,0,5,N,2,3,3
76.26,1.75,V,49,0,0,0,3,3,0,N,4,4,3
87.09,1.77,V,50,0,0,4,0,0,0,N,1,2,0
87.39,1.65,M,34,0,0,4,3,6,0,N,1,0,0
69.52,1.75,V,32,80,17,3,0,3,2,N,1,2,2
64.92,1.71,V,25,60,13,3,15,7,0,N,1,2,4
77.44,1.8,V,58,0,4,0,3,0,4,S,1,1,3
105.27,1.77,V,45,40,0,2,13,15,0,N,2,3,3
64.01,1.64,M,58,0,9,4,0,5,0,N,1,3,4
75.19,1.82,V,44,0,8,2,1,2,0,N,1,1,0
77.97,1.81,V,18,0,11,2,7,5,0,N,0,0,1
84.87,1.76,V,18,0,0,2,0,7,0,N,2,2,2
72.17,1.76,V,46,0,0,0,5,0,0,N,1,4,4
73.58,1.85,V,47,0,10,1,0,3,0,N,2,3,1
56.7,1.55,M,29,20,0,5,6,1,0,N,3,4,4
82.63,1.63,M,18,0,0,2,2,10,0,N,0,1,2
100.86,1.73,V,62,0,0,0,3,3,0,N,0,0,0
74.65,1.76,V,37,0,11,1,0,10,0,N,1,3,3
69.12,1.69,M,18,0,5,2,4,2,0,N,1,1,0
102.59,1.75,V,54,10,0,0,25,11,0,N,0,1,1
93.67,1.77,V,44,0,0,2,0,2,0,N,1,1,1
91.4,1.81,V,53,0,0,0,0,0,4,S,1,2,3
81.87,1.71,V,40,0,6,6,0,5,0,N,1,0,0
52.63,1.71,M,18,0,21,1,14,2,0,N,2,4,3
79.87,1.68,M,33,0,3,6,9,5,0,N,0,0,0
71.37,1.66,M,30,0,1,2,2,0,0,N,1,2,2
61.62,1.57,M,50,0,0,4,12,9,0,N,3,4,4
66.97,1.65,M,42,0,2,3,0,0,0,N,1,2,3
75.02,1.67,M,33,0,0,0,17,2,0,N,2,2,1
